arm,rho,seed,shift,abs_ce_bias_bits_disclosed,measurement,value_bits,quantity,distribution,fit_distribution,not_an_entropy,licensed,license_ref,definition,n_fit,n_eval,k_folds,se_bits,n_unseen_labels
lawful,0.95,0,decorrelate,0.3707726255084636,CEhat_ID,0.4114107888333465,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,0,decorrelate,,CE_Q_frozen,0.4106202131735834,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,0,decorrelate,0.3707726255084636,CEhat_Q_refit,0.43254242578355334,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.013677615348662301,
lawful,0.95,0,decorrelate,,delta_info,0.021131636950206867,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,0,decorrelate,,delta_transfer,-0.02192221260996996,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,0,anticorrelate,0.3707726255084636,CEhat_ID,0.4114107888333465,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,0,anticorrelate,,CE_Q_frozen,0.4210415960762456,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,0,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.43703222519320095,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.015805426937164857,
lawful,0.95,0,anticorrelate,,delta_info,0.025621436359854477,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,0,anticorrelate,,delta_transfer,-0.015990629116955368,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,1,decorrelate,0.3707726255084636,CEhat_ID,0.39092694576086817,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,1,decorrelate,,CE_Q_frozen,0.39249851151888565,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,1,decorrelate,0.3707726255084636,CEhat_Q_refit,0.426818656760046,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.009096403287186082,
lawful,0.95,1,decorrelate,,delta_info,0.03589171099917782,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,1,decorrelate,,delta_transfer,-0.03432014524116034,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,1,anticorrelate,0.3707726255084636,CEhat_ID,0.39092694576086817,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,1,anticorrelate,,CE_Q_frozen,0.39515548557691405,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,1,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.41475285056442673,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01452380935847231,
lawful,0.95,1,anticorrelate,,delta_info,0.023825904803558562,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,1,anticorrelate,,delta_transfer,-0.01959736498751269,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,2,decorrelate,0.3707726255084636,CEhat_ID,0.3956151283893569,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,2,decorrelate,,CE_Q_frozen,0.3953695938589292,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,2,decorrelate,0.3707726255084636,CEhat_Q_refit,0.40880487513491354,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01752799811451802,
lawful,0.95,2,decorrelate,,delta_info,0.013189746745556619,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,2,decorrelate,,delta_transfer,-0.013435281275984312,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,2,anticorrelate,0.3707726255084636,CEhat_ID,0.3956151283893569,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,2,anticorrelate,,CE_Q_frozen,0.4026883465338438,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,2,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.3929791485603336,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.018723322021562062,
lawful,0.95,2,anticorrelate,,delta_info,-0.002635979829023305,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,2,anticorrelate,,delta_transfer,0.009709197973510164,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,3,decorrelate,0.3707726255084636,CEhat_ID,0.4333419979527732,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,3,decorrelate,,CE_Q_frozen,0.4340175500022954,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,3,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4557046131866159,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.013570787445028378,
lawful,0.95,3,decorrelate,,delta_info,0.022362615233842753,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,3,decorrelate,,delta_transfer,-0.02168706318432051,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,3,anticorrelate,0.3707726255084636,CEhat_ID,0.4333419979527732,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,3,anticorrelate,,CE_Q_frozen,0.44442830807445854,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,3,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.44785200303731,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01011971940244753,
lawful,0.95,3,anticorrelate,,delta_info,0.014510005084536814,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,3,anticorrelate,,delta_transfer,-0.0034236949628514424,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,4,decorrelate,0.3707726255084636,CEhat_ID,0.4301471776972978,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,4,decorrelate,,CE_Q_frozen,0.4334313456941509,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,4,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4542541394787342,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.008727422436855904,
lawful,0.95,4,decorrelate,,delta_info,0.024106961781436398,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,4,decorrelate,,delta_transfer,-0.020822793784583293,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,4,anticorrelate,0.3707726255084636,CEhat_ID,0.4301471776972978,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,4,anticorrelate,,CE_Q_frozen,0.4362364285881298,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,4,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.43282178043612,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.011184188858318258,
lawful,0.95,4,anticorrelate,,delta_info,0.002674602738822196,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,4,anticorrelate,,delta_transfer,0.0034146481520097582,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,5,decorrelate,0.3707726255084636,CEhat_ID,0.4002235024622129,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,5,decorrelate,,CE_Q_frozen,0.4009068307103296,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,5,decorrelate,0.3707726255084636,CEhat_Q_refit,0.40634678433478044,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01896980453914986,
lawful,0.95,5,decorrelate,,delta_info,0.006123281872567554,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,5,decorrelate,,delta_transfer,-0.005439953624450822,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,5,anticorrelate,0.3707726255084636,CEhat_ID,0.4002235024622129,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,5,anticorrelate,,CE_Q_frozen,0.4094494010133258,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,5,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.4109287779572637,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.017188553518071973,
lawful,0.95,5,anticorrelate,,delta_info,0.010705275495050792,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,5,anticorrelate,,delta_transfer,-0.0014793769439379045,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,6,decorrelate,0.3707726255084636,CEhat_ID,0.3981048240303125,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,6,decorrelate,,CE_Q_frozen,0.40598480229324707,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,6,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4396751960549687,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.0185170873736975,
lawful,0.95,6,decorrelate,,delta_info,0.04157037202465619,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,6,decorrelate,,delta_transfer,-0.033690393761721615,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,6,anticorrelate,0.3707726255084636,CEhat_ID,0.3981048240303125,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,6,anticorrelate,,CE_Q_frozen,0.4008563994438079,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,6,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.42571195020143515,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01663809038215747,
lawful,0.95,6,anticorrelate,,delta_info,0.027607126171122653,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,6,anticorrelate,,delta_transfer,-0.024855550757627243,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,7,decorrelate,0.3707726255084636,CEhat_ID,0.41887001846603655,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,7,decorrelate,,CE_Q_frozen,0.4175707907946982,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,7,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4253640730546925,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.013691406062435019,
lawful,0.95,7,decorrelate,,delta_info,0.006494054588655929,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,7,decorrelate,,delta_transfer,-0.007793282259994261,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,7,anticorrelate,0.3707726255084636,CEhat_ID,0.41887001846603655,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,7,anticorrelate,,CE_Q_frozen,0.42901260733536417,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,7,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.4242787231161186,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.012324174259070824,
lawful,0.95,7,anticorrelate,,delta_info,0.00540870465008203,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,7,anticorrelate,,delta_transfer,0.004733884219245588,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,8,decorrelate,0.3707726255084636,CEhat_ID,0.4090355974033929,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,8,decorrelate,,CE_Q_frozen,0.4104686408882836,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,8,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4153558887818953,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.022534168994949866,
lawful,0.95,8,decorrelate,,delta_info,0.006320291378502374,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,8,decorrelate,,delta_transfer,-0.004887247893611668,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,8,anticorrelate,0.3707726255084636,CEhat_ID,0.4090355974033929,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,8,anticorrelate,,CE_Q_frozen,0.4208075877711798,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,8,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.419658593698134,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01985750695560876,
lawful,0.95,8,anticorrelate,,delta_info,0.010622996294741116,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,8,anticorrelate,,delta_transfer,0.001148994073045806,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,9,decorrelate,0.3707726255084636,CEhat_ID,0.4144514390679288,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,9,decorrelate,,CE_Q_frozen,0.41609358077979036,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,9,decorrelate,0.3707726255084636,CEhat_Q_refit,0.4247679239090423,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.013238099733048223,
lawful,0.95,9,decorrelate,,delta_info,0.010316484841113471,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
lawful,0.95,9,decorrelate,,delta_transfer,-0.008674343129251916,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
lawful,0.95,9,anticorrelate,0.3707726255084636,CEhat_ID,0.4144514390679288,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
lawful,0.95,9,anticorrelate,,CE_Q_frozen,0.42311954482029474,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
lawful,0.95,9,anticorrelate,0.3707726255084636,CEhat_Q_refit,0.42357266032550767,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.009909964645799971,
lawful,0.95,9,anticorrelate,,delta_info,0.00912122125757886,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
